Plant Name,Scientific Name,Forest Type,Peak Season,Height (m),Famous Forest,Soil Type,Land Area Found,City,Region,Unique Fact,Endemic to India,Conservation Status,Medicinal Use,Season,Most Active Time
Teak,Tectona grandis,Dry Thorn Forest,Monsoon,35,Sundarbans,Alluvial,Coastal Areas,Delhi,North India,High commercial value,No,Least Concern,No,Monsoon,Night
Sal,Shorea robusta,Mangrove Forest,Autumn,40,Kaziranga,Sandy,Coastal Areas,Bhopal,Central India,Source of sandalwood oil,No,Critically Endangered,Yes,Spring,Both
Mango,Mangifera indica,Mangrove Forest,Monsoon,18,Western Ghats,Black,Wetlands,Hyderabad,South India,Attracts fruit bats,No,Least Concern,Yes,Winter,Day
Coconut,Cocos nucifera,Mangrove Forest,Monsoon,12,Himalayan Forests,Sandy,Coastal Areas,Guwahati,Northeast India,Used in shipbuilding,No,Critically Endangered,No,Autumn,Night
Mango,Mangifera indica,Deciduous Forest,Autumn,18,Western Ghats,Red,Coastal Areas,Bangalore,South India,Attracts fruit bats,No,Least Concern,Yes,Autumn,Both
Sandalwood,Santalum album,Dry Thorn Forest,Monsoon,10,Western Ghats,Black,Wetlands,Delhi,North India,Fire-resistant bark,Yes,Least Concern,No,Summer,Day
Rosewood,Dalbergia latifolia,Tropical Rainforest,Spring,15,Western Ghats,Red,Coastal Areas,Shimla,North India,Important timber species,Yes,Least Concern,Yes,Summer,Day
Teak,Tectona grandis,Montane Forest,Monsoon,35,Western Ghats,Alluvial,Coastal Areas,Chennai,South India,High commercial value,Yes,Near Threatened,Yes,Winter,Night
Sal,Shorea robusta,Montane Forest,Spring,40,Sundarbans,Black,Plains,Guwahati,Northeast India,Source of sandalwood oil,Yes,Least Concern,Yes,Monsoon,Night
Teak,Tectona grandis,Tropical Rainforest,Monsoon,35,Himalayan Forests,Alluvial,Riverbanks,Bangalore,South India,High commercial value,Yes,Least Concern,Yes,Autumn,Both
Banyan,Ficus benghalensis,Montane Forest,Autumn,30,Jim Corbett National Park,Sandy,Wetlands,Kolkata,East India,Host to diverse epiphytes,Yes,Near Threatened,No,Winter,Night
Rosewood,Dalbergia latifolia,Montane Forest,Monsoon,15,Sundarbans,Laterite,Wetlands,Bhopal,Central India,Important timber species,Yes,Least Concern,Yes,Autumn,Both
Sal,Shorea robusta,Mangrove Forest,Summer,40,Western Ghats,Black,Plains,Jaipur,West India,Source of sandalwood oil,Yes,Critically Endangered,Yes,Autumn,Day
Peepal,Ficus religiosa,Mangrove Forest,Autumn,25,Western Ghats,Sandy,Riverbanks,Kolkata,East India,Sacred in Hinduism,No,Least Concern,Yes,Winter,Day
Neem,Azadirachta indica,Tropical Rainforest,Monsoon,20,Western Ghats,Sandy,Wetlands,Delhi,North India,Used in Ayurveda,No,Critically Endangered,Yes,Spring,Night
Coconut,Cocos nucifera,Tropical Rainforest,Spring,12,Western Ghats,Laterite,Wetlands,Guwahati,Northeast India,Used in shipbuilding,No,Least Concern,Yes,Spring,Both
Peepal,Ficus religiosa,Montane Forest,Winter,25,Kaziranga,Sandy,Wetlands,Guwahati,Northeast India,Sacred in Hinduism,No,Near Threatened,Yes,Spring,Day
Coconut,Cocos nucifera,Tropical Rainforest,Autumn,12,Western Ghats,Alluvial,Wetlands,Bangalore,South India,Used in shipbuilding,No,Least Concern,Yes,Spring,Both
Peepal,Ficus religiosa,Dry Thorn Forest,Autumn,25,Kaziranga,Red,Coastal Areas,Mumbai,West India,Sacred in Hinduism,Yes,Least Concern,Yes,Summer,Night
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Spring,15,Sundarbans,Laterite,Riverbanks,Jaipur,West India,Important timber species,No,Near Threatened,No,Monsoon,Night
Teak,Tectona grandis,Mangrove Forest,Summer,35,Sundarbans,Alluvial,Wetlands,Bhopal,Central India,High commercial value,Yes,Least Concern,No,Spring,Day
Teak,Tectona grandis,Mangrove Forest,Monsoon,35,Kaziranga,Alluvial,Coastal Areas,Bangalore,South India,High commercial value,No,Least Concern,Yes,Spring,Day
Neem,Azadirachta indica,Mangrove Forest,Spring,20,Sundarbans,Alluvial,Coastal Areas,Guwahati,Northeast India,Used in Ayurveda,Yes,Least Concern,Yes,Spring,Day
Jamun,Syzygium cumini,Deciduous Forest,Autumn,22,Jim Corbett National Park,Black,Coastal Areas,Hyderabad,South India,National tree of India,No,Least Concern,No,Spring,Night
Jamun,Syzygium cumini,Deciduous Forest,Autumn,22,Western Ghats,Red,Coastal Areas,Hyderabad,South India,National tree of India,Yes,Least Concern,Yes,Spring,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Spring,15,Kaziranga,Laterite,Plains,Bangalore,South India,Important timber species,No,Least Concern,No,Monsoon,Night
Mango,Mangifera indica,Dry Thorn Forest,Autumn,18,Kaziranga,Black,Coastal Areas,Bangalore,South India,Attracts fruit bats,No,Least Concern,No,Autumn,Night
Jamun,Syzygium cumini,Montane Forest,Autumn,22,Kaziranga,Laterite,Coastal Areas,Delhi,North India,National tree of India,Yes,Least Concern,No,Summer,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Summer,15,Jim Corbett National Park,Black,Coastal Areas,Jaipur,West India,Important timber species,Yes,Least Concern,Yes,Summer,Both
Rosewood,Dalbergia latifolia,Deciduous Forest,Autumn,15,Sundarbans,Alluvial,Plains,Bhopal,Central India,Important timber species,No,Least Concern,Yes,Spring,Night
Jamun,Syzygium cumini,Deciduous Forest,Winter,22,Western Ghats,Laterite,Plains,Shimla,North India,National tree of India,No,Least Concern,No,Summer,Day
Teak,Tectona grandis,Tropical Rainforest,Autumn,35,Western Ghats,Alluvial,Riverbanks,Kolkata,East India,High commercial value,No,Least Concern,Yes,Spring,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Autumn,15,Himalayan Forests,Red,Riverbanks,Jaipur,West India,Important timber species,No,Near Threatened,No,Monsoon,Day
Neem,Azadirachta indica,Tropical Rainforest,Autumn,20,Himalayan Forests,Black,Riverbanks,Hyderabad,South India,Used in Ayurveda,No,Least Concern,Yes,Monsoon,Day
Banyan,Ficus benghalensis,Mangrove Forest,Summer,30,Jim Corbett National Park,Black,Hills,Jaipur,West India,Host to diverse epiphytes,Yes,Near Threatened,Yes,Autumn,Night
Peepal,Ficus religiosa,Tropical Rainforest,Summer,25,Himalayan Forests,Laterite,Riverbanks,Guwahati,Northeast India,Sacred in Hinduism,No,Least Concern,Yes,Monsoon,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Summer,15,Western Ghats,Laterite,Wetlands,Mumbai,West India,Important timber species,No,Least Concern,No,Monsoon,Day
Sal,Shorea robusta,Deciduous Forest,Autumn,40,Himalayan Forests,Black,Hills,Bhopal,Central India,Source of sandalwood oil,Yes,Near Threatened,Yes,Autumn,Day
Mango,Mangifera indica,Mangrove Forest,Summer,18,Himalayan Forests,Red,Hills,Hyderabad,South India,Attracts fruit bats,No,Critically Endangered,No,Winter,Night
Rosewood,Dalbergia latifolia,Tropical Rainforest,Monsoon,15,Himalayan Forests,Laterite,Coastal Areas,Shimla,North India,Important timber species,No,Near Threatened,Yes,Autumn,Both
Neem,Azadirachta indica,Mangrove Forest,Autumn,20,Sundarbans,Sandy,Wetlands,Guwahati,Northeast India,Used in Ayurveda,No,Near Threatened,Yes,Spring,Night
Neem,Azadirachta indica,Mangrove Forest,Winter,20,Himalayan Forests,Alluvial,Wetlands,Delhi,North India,Used in Ayurveda,No,Least Concern,No,Autumn,Both
Mango,Mangifera indica,Montane Forest,Autumn,18,Himalayan Forests,Alluvial,Wetlands,Mumbai,West India,Attracts fruit bats,Yes,Least Concern,No,Autumn,Night
Coconut,Cocos nucifera,Dry Thorn Forest,Spring,12,Himalayan Forests,Laterite,Coastal Areas,Bangalore,South India,Used in shipbuilding,Yes,Near Threatened,Yes,Monsoon,Night
Neem,Azadirachta indica,Deciduous Forest,Spring,20,Jim Corbett National Park,Laterite,Hills,Mumbai,West India,Used in Ayurveda,Yes,Least Concern,No,Winter,Both
Banyan,Ficus benghalensis,Deciduous Forest,Summer,30,Sundarbans,Red,Plains,Bangalore,South India,Host to diverse epiphytes,Yes,Least Concern,No,Autumn,Both
Sal,Shorea robusta,Deciduous Forest,Spring,40,Kaziranga,Laterite,Riverbanks,Shimla,North India,Source of sandalwood oil,No,Critically Endangered,No,Monsoon,Both
Jamun,Syzygium cumini,Deciduous Forest,Winter,22,Kaziranga,Laterite,Riverbanks,Bhopal,Central India,National tree of India,No,Critically Endangered,No,Autumn,Night
Neem,Azadirachta indica,Mangrove Forest,Monsoon,20,Jim Corbett National Park,Red,Wetlands,Jaipur,West India,Used in Ayurveda,Yes,Least Concern,No,Spring,Both
Jamun,Syzygium cumini,Mangrove Forest,Spring,22,Jim Corbett National Park,Laterite,Wetlands,Mumbai,West India,National tree of India,No,Least Concern,Yes,Spring,Both
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Sundarbans,Sandy,Riverbanks,Chennai,South India,Important timber species,No,Least Concern,Yes,Spring,Both
Sandalwood,Santalum album,Mangrove Forest,Spring,10,Himalayan Forests,Laterite,Wetlands,Chennai,South India,Fire-resistant bark,No,Least Concern,Yes,Summer,Both
Sal,Shorea robusta,Deciduous Forest,Spring,40,Kaziranga,Laterite,Hills,Delhi,North India,Source of sandalwood oil,Yes,Near Threatened,Yes,Summer,Day
Neem,Azadirachta indica,Dry Thorn Forest,Winter,20,Himalayan Forests,Sandy,Coastal Areas,Kolkata,East India,Used in Ayurveda,Yes,Least Concern,No,Autumn,Night
Sal,Shorea robusta,Montane Forest,Monsoon,40,Sundarbans,Sandy,Wetlands,Bhopal,Central India,Source of sandalwood oil,No,Near Threatened,No,Monsoon,Both
Rosewood,Dalbergia latifolia,Tropical Rainforest,Summer,15,Western Ghats,Red,Plains,Chennai,South India,Important timber species,No,Least Concern,Yes,Spring,Both
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Kaziranga,Alluvial,Coastal Areas,Hyderabad,South India,Used in Ayurveda,Yes,Near Threatened,Yes,Summer,Both
Mango,Mangifera indica,Dry Thorn Forest,Monsoon,18,Himalayan Forests,Black,Riverbanks,Bhopal,Central India,Attracts fruit bats,Yes,Least Concern,Yes,Monsoon,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Himalayan Forests,Black,Hills,Jaipur,West India,Important timber species,No,Least Concern,Yes,Winter,Both
Mango,Mangifera indica,Dry Thorn Forest,Summer,18,Western Ghats,Alluvial,Coastal Areas,Bhopal,Central India,Attracts fruit bats,No,Least Concern,Yes,Monsoon,Night
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Autumn,15,Himalayan Forests,Black,Coastal Areas,Chennai,South India,Important timber species,No,Least Concern,No,Monsoon,Night
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Kaziranga,Black,Plains,Chennai,South India,National tree of India,No,Least Concern,No,Spring,Night
Sandalwood,Santalum album,Montane Forest,Autumn,10,Jim Corbett National Park,Laterite,Riverbanks,Jaipur,West India,Fire-resistant bark,Yes,Least Concern,No,Winter,Both
Peepal,Ficus religiosa,Tropical Rainforest,Winter,25,Jim Corbett National Park,Sandy,Coastal Areas,Bhopal,Central India,Sacred in Hinduism,No,Least Concern,No,Monsoon,Both
Coconut,Cocos nucifera,Tropical Rainforest,Autumn,12,Kaziranga,Red,Plains,Bangalore,South India,Used in shipbuilding,No,Critically Endangered,No,Monsoon,Both
Mango,Mangifera indica,Deciduous Forest,Autumn,18,Western Ghats,Black,Coastal Areas,Chennai,South India,Attracts fruit bats,Yes,Least Concern,Yes,Autumn,Day
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Sundarbans,Laterite,Riverbanks,Chennai,South India,Host to diverse epiphytes,No,Critically Endangered,Yes,Autumn,Day
Banyan,Ficus benghalensis,Deciduous Forest,Monsoon,30,Kaziranga,Red,Coastal Areas,Kolkata,East India,Host to diverse epiphytes,No,Least Concern,No,Autumn,Night
Coconut,Cocos nucifera,Mangrove Forest,Autumn,12,Sundarbans,Black,Wetlands,Bangalore,South India,Used in shipbuilding,Yes,Least Concern,No,Summer,Both
Peepal,Ficus religiosa,Dry Thorn Forest,Summer,25,Himalayan Forests,Black,Wetlands,Delhi,North India,Sacred in Hinduism,Yes,Least Concern,No,Summer,Both
Mango,Mangifera indica,Montane Forest,Autumn,18,Jim Corbett National Park,Laterite,Coastal Areas,Guwahati,Northeast India,Attracts fruit bats,No,Critically Endangered,Yes,Winter,Day
Neem,Azadirachta indica,Montane Forest,Autumn,20,Himalayan Forests,Laterite,Coastal Areas,Bhopal,Central India,Used in Ayurveda,No,Near Threatened,No,Autumn,Day
Jamun,Syzygium cumini,Dry Thorn Forest,Monsoon,22,Kaziranga,Alluvial,Wetlands,Mumbai,West India,National tree of India,No,Critically Endangered,No,Summer,Day
Sandalwood,Santalum album,Dry Thorn Forest,Autumn,10,Jim Corbett National Park,Laterite,Riverbanks,Delhi,North India,Fire-resistant bark,No,Least Concern,Yes,Autumn,Day
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Himalayan Forests,Black,Wetlands,Delhi,North India,Used in Ayurveda,No,Least Concern,Yes,Summer,Night
Coconut,Cocos nucifera,Montane Forest,Spring,12,Himalayan Forests,Laterite,Wetlands,Delhi,North India,Used in shipbuilding,No,Least Concern,Yes,Summer,Both
Sandalwood,Santalum album,Dry Thorn Forest,Autumn,10,Kaziranga,Black,Riverbanks,Bangalore,South India,Fire-resistant bark,Yes,Least Concern,No,Spring,Night
Sal,Shorea robusta,Dry Thorn Forest,Spring,40,Sundarbans,Laterite,Plains,Chennai,South India,Source of sandalwood oil,Yes,Least Concern,Yes,Summer,Night
Peepal,Ficus religiosa,Montane Forest,Winter,25,Western Ghats,Black,Plains,Chennai,South India,Sacred in Hinduism,No,Critically Endangered,Yes,Autumn,Both
Neem,Azadirachta indica,Montane Forest,Monsoon,20,Jim Corbett National Park,Black,Wetlands,Kolkata,East India,Used in Ayurveda,No,Near Threatened,No,Summer,Both
Jamun,Syzygium cumini,Montane Forest,Summer,22,Western Ghats,Red,Hills,Jaipur,West India,National tree of India,Yes,Least Concern,No,Winter,Both
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Spring,15,Himalayan Forests,Laterite,Coastal Areas,Bhopal,Central India,Important timber species,Yes,Least Concern,No,Monsoon,Both
Coconut,Cocos nucifera,Mangrove Forest,Autumn,12,Sundarbans,Alluvial,Plains,Delhi,North India,Used in shipbuilding,Yes,Near Threatened,Yes,Winter,Night
Peepal,Ficus religiosa,Montane Forest,Winter,25,Western Ghats,Laterite,Wetlands,Mumbai,West India,Sacred in Hinduism,Yes,Near Threatened,No,Monsoon,Both
Neem,Azadirachta indica,Tropical Rainforest,Summer,20,Sundarbans,Laterite,Wetlands,Chennai,South India,Used in Ayurveda,No,Least Concern,Yes,Winter,Day
Mango,Mangifera indica,Tropical Rainforest,Spring,18,Himalayan Forests,Red,Riverbanks,Guwahati,Northeast India,Attracts fruit bats,Yes,Critically Endangered,Yes,Winter,Day
Sal,Shorea robusta,Dry Thorn Forest,Monsoon,40,Jim Corbett National Park,Laterite,Hills,Chennai,South India,Source of sandalwood oil,Yes,Near Threatened,Yes,Winter,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Autumn,15,Sundarbans,Black,Coastal Areas,Shimla,North India,Important timber species,No,Critically Endangered,No,Summer,Both
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Sundarbans,Alluvial,Plains,Guwahati,Northeast India,High commercial value,No,Least Concern,Yes,Summer,Both
Sal,Shorea robusta,Deciduous Forest,Spring,40,Himalayan Forests,Black,Riverbanks,Bhopal,Central India,Source of sandalwood oil,No,Least Concern,No,Spring,Day
Coconut,Cocos nucifera,Montane Forest,Winter,12,Jim Corbett National Park,Laterite,Riverbanks,Guwahati,Northeast India,Used in shipbuilding,No,Critically Endangered,No,Summer,Day
Jamun,Syzygium cumini,Tropical Rainforest,Winter,22,Kaziranga,Laterite,Plains,Mumbai,West India,National tree of India,No,Least Concern,Yes,Winter,Both
Sandalwood,Santalum album,Tropical Rainforest,Winter,10,Sundarbans,Black,Coastal Areas,Delhi,North India,Fire-resistant bark,Yes,Least Concern,Yes,Monsoon,Day
Coconut,Cocos nucifera,Deciduous Forest,Winter,12,Kaziranga,Laterite,Coastal Areas,Delhi,North India,Used in shipbuilding,No,Near Threatened,Yes,Spring,Day
Coconut,Cocos nucifera,Tropical Rainforest,Monsoon,12,Jim Corbett National Park,Red,Hills,Guwahati,Northeast India,Used in shipbuilding,Yes,Least Concern,No,Winter,Night
Sandalwood,Santalum album,Deciduous Forest,Winter,10,Kaziranga,Alluvial,Coastal Areas,Guwahati,Northeast India,Fire-resistant bark,No,Least Concern,Yes,Autumn,Day
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Himalayan Forests,Laterite,Coastal Areas,Chennai,South India,Used in Ayurveda,Yes,Near Threatened,No,Summer,Day
Teak,Tectona grandis,Montane Forest,Autumn,35,Sundarbans,Laterite,Hills,Bhopal,Central India,High commercial value,No,Least Concern,Yes,Winter,Night
Mango,Mangifera indica,Mangrove Forest,Monsoon,18,Sundarbans,Black,Coastal Areas,Delhi,North India,Attracts fruit bats,Yes,Critically Endangered,Yes,Monsoon,Day
Sandalwood,Santalum album,Tropical Rainforest,Winter,10,Western Ghats,Laterite,Coastal Areas,Bangalore,South India,Fire-resistant bark,Yes,Least Concern,No,Winter,Night
Teak,Tectona grandis,Deciduous Forest,Winter,35,Sundarbans,Laterite,Wetlands,Kolkata,East India,High commercial value,No,Least Concern,No,Monsoon,Day
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Jim Corbett National Park,Black,Hills,Chennai,South India,Fire-resistant bark,No,Least Concern,No,Summer,Day
Coconut,Cocos nucifera,Montane Forest,Autumn,12,Himalayan Forests,Red,Riverbanks,Bangalore,South India,Used in shipbuilding,Yes,Least Concern,No,Winter,Night
Sal,Shorea robusta,Tropical Rainforest,Summer,40,Himalayan Forests,Laterite,Wetlands,Jaipur,West India,Source of sandalwood oil,No,Critically Endangered,Yes,Summer,Night
Sal,Shorea robusta,Deciduous Forest,Summer,40,Kaziranga,Red,Plains,Hyderabad,South India,Source of sandalwood oil,No,Least Concern,Yes,Autumn,Both
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Autumn,15,Sundarbans,Laterite,Hills,Mumbai,West India,Important timber species,Yes,Least Concern,Yes,Monsoon,Day
Banyan,Ficus benghalensis,Deciduous Forest,Autumn,30,Kaziranga,Laterite,Riverbanks,Chennai,South India,Host to diverse epiphytes,Yes,Critically Endangered,No,Spring,Day
Sal,Shorea robusta,Montane Forest,Summer,40,Himalayan Forests,Black,Coastal Areas,Shimla,North India,Source of sandalwood oil,No,Critically Endangered,No,Autumn,Both
Sandalwood,Santalum album,Dry Thorn Forest,Monsoon,10,Jim Corbett National Park,Alluvial,Wetlands,Shimla,North India,Fire-resistant bark,No,Critically Endangered,No,Summer,Day
Mango,Mangifera indica,Deciduous Forest,Summer,18,Jim Corbett National Park,Laterite,Wetlands,Bangalore,South India,Attracts fruit bats,No,Critically Endangered,No,Summer,Day
Sandalwood,Santalum album,Dry Thorn Forest,Monsoon,10,Sundarbans,Alluvial,Wetlands,Chennai,South India,Fire-resistant bark,Yes,Near Threatened,Yes,Autumn,Day
Sal,Shorea robusta,Tropical Rainforest,Winter,40,Western Ghats,Black,Riverbanks,Guwahati,Northeast India,Source of sandalwood oil,No,Least Concern,Yes,Summer,Both
Teak,Tectona grandis,Dry Thorn Forest,Autumn,35,Himalayan Forests,Sandy,Hills,Kolkata,East India,High commercial value,No,Least Concern,No,Spring,Both
Coconut,Cocos nucifera,Dry Thorn Forest,Autumn,12,Sundarbans,Black,Plains,Hyderabad,South India,Used in shipbuilding,No,Least Concern,No,Winter,Both
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Sundarbans,Laterite,Hills,Mumbai,West India,Host to diverse epiphytes,Yes,Least Concern,No,Summer,Both
Peepal,Ficus religiosa,Tropical Rainforest,Autumn,25,Kaziranga,Laterite,Wetlands,Jaipur,West India,Sacred in Hinduism,Yes,Least Concern,No,Summer,Night
Teak,Tectona grandis,Mangrove Forest,Winter,35,Himalayan Forests,Red,Wetlands,Bangalore,South India,High commercial value,Yes,Least Concern,Yes,Spring,Both
Coconut,Cocos nucifera,Mangrove Forest,Monsoon,12,Sundarbans,Sandy,Wetlands,Shimla,North India,Used in shipbuilding,Yes,Near Threatened,No,Summer,Both
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Western Ghats,Sandy,Plains,Chennai,South India,Important timber species,Yes,Least Concern,Yes,Autumn,Both
Rosewood,Dalbergia latifolia,Montane Forest,Summer,15,Jim Corbett National Park,Sandy,Riverbanks,Bhopal,Central India,Important timber species,No,Least Concern,No,Autumn,Both
