name,city,forest,Season,active,Famous Forest for It,Food,Preferred Shelter Type,Unique Fact,Endemic Status,Conservation Status
Indian Elephant,Hyderabad,Tropical Rainforest,winter,morning,Gir Forest,Insectivore,Rocky Terrain,Survives in extreme cold temperatures.,No,
Snow Leopard,Jaipur,Mangrove,monsoon,morning,Jim Corbett National Park,Omnivore,Grasslands,Has the strongest bite force among big cats.,No,
Blackbuck,Guwahati,Deciduous Forest,monsoon,morning,Kaziranga National Park,Carnivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,Least Concern
Bengal Tiger,Jaipur,Mangrove,winter,night,Hemis National Park,Omnivore,Caves,Recognizable by its golden fur.,No,
One-Horned Rhinoceros,Hyderabad,Himalayan Forest,summer,night,Hemis National Park,Carnivore,Water Bodies,Recognizable by its golden fur.,No,Near Threatened
Bengal Tiger,Pune,Thorn Forest,monsoon,night,Sundarbans,Insectivore,Caves,"Can weigh up to 2,200 kg.",No,
Red Panda,Mumbai,Mangrove,winter,night,Hemis National Park,Omnivore,Caves,Can leap over 20 feet in a single bound.,No,
King Cobra,Nagpur,Thorn Forest,monsoon,morning,Hemis National Park,Herbivore,Caves,"Can weigh up to 2,200 kg.",No,
Snow Leopard,Bhopal,Deciduous Forest,winter,night,Jim Corbett National Park,Herbivore,Water Bodies,One of the world's most elusive animals.,No,
Red Panda,Shimla,Himalayan Forest,summer,night,Gir Forest,Herbivore,Dense Trees,The longest venomous snake in the world.,No,
Blackbuck,Shimla,Deciduous Forest,monsoon,morning,Kanha National Park,Carnivore,Caves,Can leap over 20 feet in a single bound.,No,Least Concern
Indian Star Tortoise,Nagpur,Tropical Rainforest,monsoon,afternoon,Bandhavgarh National Park,Omnivore,Caves,The longest venomous snake in the world.,No,
Gaur,Kolkata,Deciduous Forest,monsoon,night,Jim Corbett National Park,Omnivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
Asiatic Lion,Delhi,Thorn Forest,monsoon,morning,Ranthambore National Park,Omnivore,Burrows,Its venom is neurotoxic and highly potent.,No,Critically Endangered
Gaur,Bhopal,Deciduous Forest,monsoon,night,Periyar Wildlife Sanctuary,Omnivore,Grasslands,Its venom is neurotoxic and highly potent.,No,
King Cobra,Guwahati,Mangrove,summer,night,Bandhavgarh National Park,Insectivore,Rocky Terrain,Uses its long tongue to extract termites from nests.,No,
Bengal Tiger,Jaipur,Mangrove,summer,night,Bandhavgarh National Park,Insectivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
Golden Langur,Bengaluru,Mangrove,monsoon,morning,Gir Forest,Herbivore,Dense Trees,Has the strongest bite force among big cats.,No,
Indian Elephant,Shimla,Mangrove,winter,night,Kanha National Park,Omnivore,Grasslands,Has a beautifully patterned shell for camouflage.,No,
Indian Star Tortoise,Nagpur,Deciduous Forest,winter,morning,Hemis National Park,Carnivore,Caves,Has the strongest bite force among big cats.,No,
Golden Langur,Nagpur,Tropical Rainforest,winter,afternoon,Ranthambore National Park,Insectivore,Dense Trees,One of the world's most elusive animals.,No,
Gaur,Lucknow,Himalayan Forest,winter,night,Kanha National Park,Carnivore,Dense Trees,Has the strongest bite force among big cats.,No,
Indian Cobra,Ranchi,Tropical Rainforest,monsoon,morning,Kanha National Park,Carnivore,Dense Trees,The longest venomous snake in the world.,No,
King Cobra,Mumbai,Tropical Rainforest,monsoon,afternoon,Kaziranga National Park,Insectivore,Dense Trees,Has the strongest bite force among big cats.,No,
Indian Cobra,Kolkata,Mangrove,monsoon,afternoon,Hemis National Park,Omnivore,Water Bodies,"Can weigh up to 2,200 kg.",No,
Bengal Tiger,Dehradun,Thorn Forest,monsoon,night,Bandhavgarh National Park,Omnivore,Rocky Terrain,Its venom is neurotoxic and highly potent.,No,
Indian Leopard,Bengaluru,Tropical Rainforest,monsoon,night,Jim Corbett National Park,Herbivore,Dense Trees,Can communicate using low-frequency rumbles.,No,Near Threatened
Red Panda,Dehradun,Himalayan Forest,winter,night,Bandhavgarh National Park,Carnivore,Burrows,Largest species of wild cattle.,No,
One-Horned Rhinoceros,Kolkata,Himalayan Forest,summer,night,Jim Corbett National Park,Herbivore,Water Bodies,The only lion species found outside Africa.,No,Near Threatened
Indian Elephant,Delhi,Thorn Forest,monsoon,night,Ranthambore National Park,Herbivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,
Blackbuck,Ranchi,Tropical Rainforest,winter,afternoon,Jim Corbett National Park,Carnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,Least Concern
King Cobra,Hyderabad,Thorn Forest,monsoon,night,Kanha National Park,Insectivore,Burrows,Largest species of wild cattle.,No,
Golden Langur,Pune,Himalayan Forest,monsoon,night,Ranthambore National Park,Herbivore,Burrows,Has a beautifully patterned shell for camouflage.,No,
Indian Wolf,Shimla,Himalayan Forest,monsoon,night,Bandhavgarh National Park,Herbivore,Dense Trees,Survives in extreme cold temperatures.,No,
Indian Leopard,Guwahati,Mangrove,monsoon,night,Ranthambore National Park,Insectivore,Water Bodies,Can run at speeds of up to 80 km/h.,No,Near Threatened
Golden Langur,Shimla,Thorn Forest,summer,afternoon,Kanha National Park,Herbivore,Grasslands,Largest species of wild cattle.,No,
Asiatic Lion,Bhopal,Himalayan Forest,winter,night,Nagarhole National Park,Carnivore,Dense Trees,Survives in extreme cold temperatures.,No,Critically Endangered
Sloth Bear,Delhi,Deciduous Forest,monsoon,morning,Gir Forest,Omnivore,Grasslands,Can leap over 20 feet in a single bound.,No,Near Threatened
Golden Langur,Hyderabad,Thorn Forest,monsoon,afternoon,Kaziranga National Park,Herbivore,Burrows,Uses its long tongue to extract termites from nests.,No,
Indian Cobra,Guwahati,Tropical Rainforest,summer,morning,Gir Forest,Omnivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,
Indian Star Tortoise,Guwahati,Mangrove,winter,morning,Gir Forest,Insectivore,Water Bodies,Has the strongest bite force among big cats.,No,
Asiatic Lion,Bhopal,Mangrove,monsoon,morning,Kanha National Park,Herbivore,Dense Trees,One of the world's most elusive animals.,No,Critically Endangered
One-Horned Rhinoceros,Dehradun,Thorn Forest,monsoon,morning,Sundarbans,Insectivore,Grasslands,Its venom is neurotoxic and highly potent.,No,Near Threatened
Red Panda,Guwahati,Himalayan Forest,monsoon,morning,Jim Corbett National Park,Carnivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,
Indian Elephant,Delhi,Tropical Rainforest,monsoon,night,Sundarbans,Carnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,
Indian Leopard,Mumbai,Himalayan Forest,monsoon,night,Kanha National Park,Carnivore,Dense Trees,Largest species of wild cattle.,No,Near Threatened
Red Panda,Guwahati,Himalayan Forest,summer,morning,Gir Forest,Insectivore,Burrows,One of the world's most elusive animals.,No,
Golden Langur,Pune,Himalayan Forest,monsoon,afternoon,Ranthambore National Park,Omnivore,Caves,Can leap over 20 feet in a single bound.,No,
Indian Cobra,Bengaluru,Mangrove,winter,morning,Ranthambore National Park,Herbivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
Bengal Tiger,Hyderabad,Deciduous Forest,monsoon,night,Sundarbans,Carnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
Indian Leopard,Mumbai,Tropical Rainforest,winter,night,Jim Corbett National Park,Omnivore,Burrows,Can communicate using low-frequency rumbles.,No,Near Threatened
Sloth Bear,Kolkata,Mangrove,monsoon,morning,Kanha National Park,Carnivore,Grasslands,Uses its long tongue to extract termites from nests.,No,Near Threatened
Indian Elephant,Ranchi,Thorn Forest,monsoon,morning,Bandhavgarh National Park,Insectivore,Water Bodies,Can leap over 20 feet in a single bound.,No,
Indian Star Tortoise,Mumbai,Tropical Rainforest,winter,afternoon,Periyar Wildlife Sanctuary,Herbivore,Dense Trees,Largest species of wild cattle.,No,
Gaur,Kolkata,Deciduous Forest,monsoon,afternoon,Sundarbans,Herbivore,Caves,Survives in extreme cold temperatures.,No,
Indian Star Tortoise,Ranchi,Deciduous Forest,summer,afternoon,Nagarhole National Park,Insectivore,Caves,Survives in extreme cold temperatures.,No,
Indian Cobra,Jaipur,Mangrove,monsoon,afternoon,Gir Forest,Carnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
King Cobra,Nagpur,Tropical Rainforest,summer,afternoon,Kaziranga National Park,Insectivore,Burrows,Can leap over 20 feet in a single bound.,No,
Snow Leopard,Bhopal,Deciduous Forest,monsoon,morning,Ranthambore National Park,Omnivore,Burrows,The longest venomous snake in the world.,No,
Gaur,Kolkata,Thorn Forest,monsoon,night,Periyar Wildlife Sanctuary,Omnivore,Dense Trees,Has a beautifully patterned shell for camouflage.,No,
Snow Leopard,Bengaluru,Tropical Rainforest,monsoon,afternoon,Ranthambore National Park,Carnivore,Caves,One of the world's most elusive animals.,No,
Blackbuck,Guwahati,Thorn Forest,monsoon,afternoon,Nagarhole National Park,Insectivore,Dense Trees,Largest species of wild cattle.,No,Least Concern
Bengal Tiger,Mumbai,Mangrove,winter,night,Hemis National Park,Carnivore,Burrows,One of the world's most elusive animals.,No,
King Cobra,Guwahati,Thorn Forest,summer,afternoon,Gir Forest,Insectivore,Water Bodies,Survives in extreme cold temperatures.,No,
Indian Elephant,Lucknow,Deciduous Forest,monsoon,afternoon,Jim Corbett National Park,Carnivore,Dense Trees,Uses its long tongue to extract termites from nests.,No,
Blackbuck,Ranchi,Himalayan Forest,monsoon,morning,Kanha National Park,Herbivore,Caves,Can run at speeds of up to 80 km/h.,No,Least Concern
Indian Star Tortoise,Dehradun,Mangrove,monsoon,morning,Ranthambore National Park,Insectivore,Rocky Terrain,Largest species of wild cattle.,No,
Indian Elephant,Chennai,Tropical Rainforest,monsoon,morning,Bandhavgarh National Park,Carnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
Indian Star Tortoise,Guwahati,Tropical Rainforest,monsoon,afternoon,Jim Corbett National Park,Herbivore,Grasslands,The longest venomous snake in the world.,No,
Indian Elephant,Bhopal,Tropical Rainforest,monsoon,morning,Kaziranga National Park,Insectivore,Caves,Its venom is neurotoxic and highly potent.,No,
Indian Cobra,Mumbai,Mangrove,monsoon,night,Ranthambore National Park,Omnivore,Dense Trees,Its venom is neurotoxic and highly potent.,No,
Indian Elephant,Pune,Deciduous Forest,monsoon,morning,Jim Corbett National Park,Herbivore,Dense Trees,Can leap over 20 feet in a single bound.,No,
Indian Star Tortoise,Bhopal,Deciduous Forest,winter,night,Gir Forest,Omnivore,Burrows,Uses its long tongue to extract termites from nests.,No,
Indian Leopard,Bengaluru,Thorn Forest,summer,night,Kaziranga National Park,Omnivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,Near Threatened
Bengal Tiger,Ranchi,Tropical Rainforest,monsoon,night,Sundarbans,Carnivore,Rocky Terrain,The only lion species found outside Africa.,No,
Blackbuck,Bengaluru,Deciduous Forest,winter,afternoon,Bandhavgarh National Park,Carnivore,Caves,Largest species of wild cattle.,No,Least Concern
Bengal Tiger,Ranchi,Deciduous Forest,winter,night,Hemis National Park,Omnivore,Caves,The only lion species found outside Africa.,No,
Snow Leopard,Kolkata,Tropical Rainforest,monsoon,afternoon,Bandhavgarh National Park,Insectivore,Dense Trees,Can leap over 20 feet in a single bound.,No,
Blackbuck,Nagpur,Thorn Forest,summer,afternoon,Jim Corbett National Park,Herbivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,Least Concern
Red Panda,Ranchi,Deciduous Forest,winter,night,Nagarhole National Park,Omnivore,Caves,Has a beautifully patterned shell for camouflage.,No,
Indian Star Tortoise,Guwahati,Deciduous Forest,summer,afternoon,Hemis National Park,Omnivore,Water Bodies,Can run at speeds of up to 80 km/h.,No,
King Cobra,Bengaluru,Himalayan Forest,summer,afternoon,Periyar Wildlife Sanctuary,Omnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,
Golden Langur,Kolkata,Himalayan Forest,monsoon,night,Ranthambore National Park,Insectivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
Asiatic Lion,Lucknow,Deciduous Forest,monsoon,morning,Sundarbans,Herbivore,Rocky Terrain,One of the world's most elusive animals.,No,Critically Endangered
Asiatic Lion,Lucknow,Tropical Rainforest,monsoon,morning,Periyar Wildlife Sanctuary,Omnivore,Rocky Terrain,"Can weigh up to 2,200 kg.",No,Critically Endangered
One-Horned Rhinoceros,Chennai,Himalayan Forest,winter,afternoon,Ranthambore National Park,Insectivore,Burrows,Has the strongest bite force among big cats.,No,Near Threatened
Blackbuck,Hyderabad,Mangrove,summer,afternoon,Kanha National Park,Insectivore,Rocky Terrain,Can leap over 20 feet in a single bound.,No,Least Concern
Indian Star Tortoise,Shimla,Tropical Rainforest,winter,night,Gir Forest,Insectivore,Rocky Terrain,Has a beautifully patterned shell for camouflage.,No,
Blackbuck,Guwahati,Himalayan Forest,monsoon,morning,Kanha National Park,Insectivore,Dense Trees,One of the world's most elusive animals.,No,Least Concern
Blackbuck,Guwahati,Tropical Rainforest,monsoon,morning,Ranthambore National Park,Omnivore,Caves,Can leap over 20 feet in a single bound.,No,Least Concern
Indian Elephant,Nagpur,Himalayan Forest,monsoon,night,Gir Forest,Insectivore,Water Bodies,One of the world's most elusive animals.,No,
Asiatic Lion,Jaipur,Himalayan Forest,monsoon,night,Ranthambore National Park,Insectivore,Dense Trees,Can run at speeds of up to 80 km/h.,No,Critically Endangered
Sloth Bear,Pune,Mangrove,winter,morning,Sundarbans,Carnivore,Grasslands,The only lion species found outside Africa.,No,Near Threatened
Golden Langur,Lucknow,Mangrove,winter,morning,Hemis National Park,Carnivore,Dense Trees,Survives in extreme cold temperatures.,No,
King Cobra,Bengaluru,Tropical Rainforest,summer,night,Kanha National Park,Insectivore,Rocky Terrain,Uses its long tongue to extract termites from nests.,No,
Red Panda,Ranchi,Tropical Rainforest,winter,afternoon,Hemis National Park,Insectivore,Rocky Terrain,One of the world's most elusive animals.,No,
Indian Elephant,Dehradun,Thorn Forest,winter,afternoon,Hemis National Park,Insectivore,Burrows,Can communicate using low-frequency rumbles.,No,
Indian Cobra,Nagpur,Himalayan Forest,winter,afternoon,Nagarhole National Park,Herbivore,Grasslands,The longest venomous snake in the world.,No,
King Cobra,Lucknow,Mangrove,winter,afternoon,Periyar Wildlife Sanctuary,Omnivore,Dense Trees,Can run at speeds of up to 80 km/h.,No,
King Cobra,Mumbai,Deciduous Forest,monsoon,afternoon,Hemis National Park,Carnivore,Burrows,One of the world's most elusive animals.,No,
King Cobra,Chennai,Mangrove,monsoon,afternoon,Gir Forest,Herbivore,Dense Trees,Has a beautifully patterned shell for camouflage.,No,
Indian Cobra,Pune,Deciduous Forest,monsoon,night,Kanha National Park,Carnivore,Grasslands,The longest venomous snake in the world.,No,
Blackbuck,Dehradun,Tropical Rainforest,winter,afternoon,Sundarbans,Carnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,Least Concern
Golden Langur,Jaipur,Himalayan Forest,summer,afternoon,Hemis National Park,Herbivore,Caves,Has the strongest bite force among big cats.,No,
Asiatic Lion,Bengaluru,Tropical Rainforest,monsoon,night,Periyar Wildlife Sanctuary,Herbivore,Grasslands,Has the strongest bite force among big cats.,No,Critically Endangered
King Cobra,Bengaluru,Deciduous Forest,monsoon,morning,Ranthambore National Park,Omnivore,Caves,"Can weigh up to 2,200 kg.",No,
Bengal Tiger,Dehradun,Himalayan Forest,monsoon,night,Gir Forest,Herbivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,
Red Panda,Bengaluru,Mangrove,monsoon,morning,Sundarbans,Insectivore,Water Bodies,The longest venomous snake in the world.,No,
Golden Langur,Kolkata,Deciduous Forest,winter,night,Jim Corbett National Park,Herbivore,Burrows,"Can weigh up to 2,200 kg.",No,
One-Horned Rhinoceros,Pune,Mangrove,monsoon,night,Kaziranga National Park,Herbivore,Caves,Has the strongest bite force among big cats.,No,Near Threatened
Indian Leopard,Bhopal,Himalayan Forest,summer,night,Bandhavgarh National Park,Carnivore,Grasslands,Its venom is neurotoxic and highly potent.,No,Near Threatened
Gaur,Pune,Tropical Rainforest,summer,night,Ranthambore National Park,Herbivore,Water Bodies,"Can weigh up to 2,200 kg.",No,
King Cobra,Delhi,Deciduous Forest,summer,afternoon,Hemis National Park,Insectivore,Rocky Terrain,Uses its long tongue to extract termites from nests.,No,
One-Horned Rhinoceros,Pune,Tropical Rainforest,winter,night,Kaziranga National Park,Carnivore,Grasslands,Survives in extreme cold temperatures.,No,Near Threatened
Indian Wolf,Bengaluru,Thorn Forest,winter,morning,Jim Corbett National Park,Carnivore,Caves,Largest species of wild cattle.,No,
Bengal Tiger,Chennai,Himalayan Forest,monsoon,night,Kanha National Park,Carnivore,Grasslands,"Can weigh up to 2,200 kg.",No,
Indian Wolf,Jaipur,Mangrove,monsoon,afternoon,Kaziranga National Park,Carnivore,Water Bodies,Its venom is neurotoxic and highly potent.,No,
King Cobra,Ranchi,Deciduous Forest,summer,afternoon,Jim Corbett National Park,Carnivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
One-Horned Rhinoceros,Kolkata,Deciduous Forest,summer,afternoon,Kanha National Park,Insectivore,Dense Trees,One of the world's most elusive animals.,No,Near Threatened
Snow Leopard,Kolkata,Deciduous Forest,monsoon,morning,Bandhavgarh National Park,Insectivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,
